Date,Keyword,SMS,Result
2025-03-13 00:00:00,기타,[국외발신]TeIegram정   에따라 탈퇴될 예   이니 6시간  내 인   을 완    랍    .,[국외 발신] TeIegram정에 따라 탈퇴될 예이니[TIME] 간 내인을 완랍
2025-03-13 00:00:00,기타,듀> ??????????????램 이용자 정보 노출 아이디 삭제 예정 입니다 보안 단계를 강화하세요,듀] 램 이용자 정보 노출 아이디 삭제 예정입니다 보안 단계를 강화하세요
2025-03-13 00:00:00,기타,"[국제발신]Te?Ie?gr?am불??????적 ??????????, 보??????증 ?????해주세요.",[국제발신] TeIegram 불적보증해주세요
2025-03-13 00:00:00,기타,[국제발신]T?el?e?gram정?????반 탈????정 재??????을통해 계정을 보호바랍니다.,[국제발신] Telegram 정반 탈 정재을 통해 계정을 보호 바랍니다
2025-03-13 00:00:00,기타,[국제발신]Te?Ie?gr?am앱??용???책 ??반으로 탈????정이니 12??간내 ???증??랍??다,[국제발신] TeIegram 앱용 책반으로 탈정이니 12간 내 증랍다
2025-03-13 00:00:00,기타,[국제발신]T?el?e?gram정?????반 탈????정  6???이내 재?????? 바랍니다,[국제발신] Telegram 정반 탈정6이 내 재 바랍니다
2025-03-13 00:00:00,기타,[국제발신]Te?Ie?gr?am?????용??? ??반으로 탈????정이니 12??간내 ???증바랍??다,[국제발신] TeIegram용 반으로 탈정이니 12간 내 증 바랍다
2025-03-13 00:00:00,공공기관,[국제발신][정부24]귀하의 도로법위반벌점통지서 정상발송. 내용확인:,[국제발신][정부 24]귀하의 도로법 위반 벌점 통지서 정상 발송 내용 확인[URL]
2025-03-13 00:00:00,공공기관,[Web발신][정부24] 귀하께도로법위반 벌점통지서발송. 내용확인:,[Web발신][정부 24]귀하께도로법 위반 벌점 통지서 발송 내용 확인[URL]
2025-03-13 00:00:00,공공기관,[Web발신][민원 24]법적기준초과로 민원접 수되셨습니다. 확인하기<   >,[Web발신][민원 24] 법적 기준 초과로 민원 접수되셨습니다 확인하기[URL]
2025-03-14 00:00:00,기타,[국제발신]T el e gram정     반 탈    정       을 통해 ID보호바랍니다.,[국제발신] Telegram 정반 탈정을 통해 ID보호 바랍니다
2025-03-14 00:00:00,공공기관,[국제발신][경찰청교통]통보안내문자가 도착하였습니다.내용확인:,[국제발신][경찰청 교통] 통보 안내 문자가 도착하였습니다 내용 확인 [URL]
2025-03-14 00:00:00,공공기관,[국제발신][경찰청교통]위반통보문자가 도착하였습니다.확인바람,[국제발신][경찰청 교통] 위반 통보 문자가 도착하였습니다 확인 바람
2025-03-14 00:00:00,공공기관,[경찰청교통]위반통보문자가 도착하였습니다.확인바람,[경찰청 교통] 위반 통보 문자가 도착하였습니다 확인 바람
2025-03-14 00:00:00,공공기관,[국제발신][경찰청교통]통보안내문자가 도착하였습니다.내용확인: [FW],[국제발신][경찰청 교통] 통보 안내 문자가 도착하였습니다 내용 확인 [URL]
2025-03-14 00:00:00,공공기관,[국외발신][듀][경찰청교통]위반통보문자가 도착하였습니다.확인바람,[국외 발신][듀][경찰청 교통] 위반 통보 문자가 도착하였습니다 확인 바람
2025-03-14 00:00:00,기타,[국제발신]계정스팸감지되어12시간후시스템에서로그아웃됩니다공식홈접속하여문제를해결하세요,[국제발신] 계정 스팸 감지되어[TIME] 간 후 시스템에서 로그아웃됩니다 공식 홈접속하여 문제를 해결하세요
2025-03-14 00:00:00,기타,[국외발신]Te？Ie？gr？am？？？？？용？？？ ？？반으로 탈？？？？정이니 12？？？？？내 ？？？증바랍다,[국외 발신] TeIegram용 반으로 탈정이니 12내 증 바랍다
2025-03-14 00:00:00,기타,Te?Ie?gr?am???책????라 ???????정이?? 5??간?? 인???바?????다.,TeIegram 책라정이 5간인 바다
2025-03-14 00:00:00,기타,[국외발신]Te？Ie？gr？am？？？책？？？？라 ？？？？？？？정이？？ 12？？간？？ 인？？？바？？？？？다,[국외 발신] TeIegram 책라정이 12간인 바다
2025-03-14 00:00:00,기타,"[국외발신][텔？레？그？램]""사용 규칙을 위반하여 12시간 후 계정이 해지됩니다.  에 접속하여 인증해 주세요.""",[국외 발신][텔레그램] 사용규칙을 위반하여 [TIME] 간 후 계정이 해지됩니다에 접속하여 인증해주세요
2025-03-14 00:00:00,기타,[국외발신]Te？Ie？gr？am？？？？？？？？？？라 ？？？？？？？정이？？ 6？？？？？？？ ？？？？？？바？？？니다,[국외 발신] TeIegram라정이 6바니다
2025-03-14 00:00:00,기타,"[국제발신][텔 레 그 램]""사용 규칙을 위반하여 12시간 후 계정이 해지됩니다.  에 접속하여 인증해 주세요.""",[국제발신][텔레그램] 사용 규칙을 위반하여 [TIME] 간 후 계정이 해지됩니다에 접속하여 인증해주세요
2025-03-14 00:00:00,기타,Te?Ie?gr?am?????용??? ??반으로 탈????정이니 12?????내 ???증바랍다,TeIegram용 반으로 탈정이니 12내 증 바랍다
2025-03-14 00:00:00,기타,[국외발신]이용고객이상감지12시간후시스템에서로그아웃됩니다공식홈접속해문제해결하세요,[국외 발신] 이용고객이 상 감지[TIME] 간 후 시스템에서 로그아웃됩니다공식 홈접속해 문제 해결하세요
2025-03-14 00:00:00,기타,[국제발신]Te Ie gr am     용      반으로 탈    정이니 12     내    증바랍다,[국제발신] TeIegram용 반으로 탈정이니 12내 증 바랍다
2025-03-14 00:00:00,기타,Te?Ie?gr?am??????????라 ???????정이?? 6??????? ??????바???니다,TeIegram라정이 6바니다
2025-03-14 00:00:00,기타,[국외발신]e？Ie？gr？am？？？책？？？？라 ？？？？？？？정이？？ 12？？간？？ 인？？？바？？？？？다,[국외 발신] eIegram 책라정이 12간인 바다
2025-03-14 00:00:00,기타,"[텔?레?그?램]""사용 규칙을 위반하여 12시간 후 계정이 해지됩니다.  에 접속하여 인증해 주세요.""",[텔레그램] 사용규칙을 위반하여 [TIME] 간 후 계정이 해지됩니다에 접속하여 인증해주세요
2025-03-14 00:00:00,기타,[국외발신] Te Ie gr am     용      반으로 탈    정이니 12  간내    증바랍  다,[국외 발신] TeIegram용 반으로 탈정이니 12간 내 증 바랍다
2025-03-14 00:00:00,기타,[국외발신]Te？Ie？gr？am？？？？？용？？？ ？？반으로 탈？？？？정이니 12？？간내 ？？？증바랍？？다,[국외 발신] TeIegram용 반으로 탈정이니 12간 내 증 바랍다
2025-03-14 00:00:00,기타,Te?Ie?gr?am???책????라 ???????정이?? 12??간?? 인???바?????다,TeIegram 책라정이 12간인 바다
2025-03-14 00:00:00,기타,Te?Ie?gr?am?????용??? ??반으로 탈????정이니 12??간내 ???증바랍??다,TeIegram용 반으로 탈정이니 12간 내 증 바랍다
2025-03-14 00:00:00,기타,[국외발신] Te Ie gr am     용      반으로 탈    정이니 6     내    증바랍다,[국외 발신] TeIegram용 반으로 탈정이니 6내 증 바랍다
2025-03-14 00:00:00,기타,[국외발신] Te Ie gr am   책    라        정이   12  간   인   바     다,[국외 발신] TeIegram 책라정이 12간인 바다
2025-03-14 00:00:00,기타,[국외발신] Te Ie gr am     용      반으로 탈    정이니 12     내    증바랍다,[국외 발신] TeIegram용 반으로 탈정이니 12내 증 바랍다
2025-03-14 00:00:00,기타,[국외발신]텔레그램 ？？용？？？ ？？반으로 탈？？？？정이니 6？？？？？내 ？？？증바랍니다,[국외 발신] 텔레그램용 반으로 탈정이니 6내 증 바랍니다
2025-03-14 00:00:00,기타,[국제발신]텔레그램    책     라         정 6  간    인   바     다,[국제발신] 텔레그램책 라정 6간인 바다
2025-03-14 00:00:00,기타,Te？Ie？gr？am？？？？？용？？？ ？？반으로 탈？？？？정이니 12？？？？？내 ？？？증바랍다,TeIegram용 반으로 탈정이니 12내 증 바랍다
2025-03-14 00:00:00,기타,Te?Ie?gr?am???책?? ??라 ???????정이?? 6??간?? 인???바?????다,TeIegram 책라정이 6간인 바다
2025-03-14 00:00:00,택배,[로젠] 송장번호(5880**********93) 주 소불일치로물품: 보관중입니다 [  ],[로젠]송장번호[NUM] 주소 불일치로 물품 보관 중입니다[URL]
2025-03-14 00:00:00,택배,[Web발신][로젠] 송장번호(5880**********93) 주 소불일치로물품: 보관중입니다.[    ],[Web발신][로젠]송장번호[NUM] 주소 불일치로 물품 보관 중입니다[URL]
2025-03-14 00:00:00,택배,[로젠] 송장번호(5880**********93) 주 소불일치로물품: 보관중입니다.[    ],[로젠]송장번호[NUM] 주소 불일치로 물품 보관 중입니다[URL]
2025-03-14 00:00:00,택배,[Web발신][로젠] 송장번호(5880**********93) 주 소불일치로물품: 보관중입니다 [  ],[Web발신][로젠]송장번호[NUM] 주소 불일치로 물품 보관 중입니다[URL]
2025-03-14 00:00:00,기타,[국제발신]텔레그램고객 ip네트워크제한 링크로그인하세요 아이디 동결됩니다,[국제발신] 텔레그램 고객 ip 네트워크 제한 링크로그인 하세요 아이디 동결됩니다
2025-03-14 00:00:00,기타,Telegram정??????????반 탈????????정 6????간내 재????????????바랍니다.,Telegram 정반 탈정 6간 내 재 바랍니다
2025-03-14 00:00:00,기타,텔레그램귀하의 ip 네트워크 제한링크 로그인 하십시오계정 동결됩니다,텔레그램 귀하의 ip 네트워크 제한 링크로그인하십시오 계정 동결됩니다
2025-03-14 00:00:00,기타,텔레그램 귀하의 ip 네트워크 제한 링크 로그인 하십시오 사용자정지됩니다,텔레그램 귀하의 ip 네트워크 제한 링크로그인하십시오 사용자 정지됩니다
2025-03-14 00:00:00,기타,[국외발신]T？el？e？gram정？？？？？반 탈？？？？정 재？？？？？？을통해 계정을 보호바랍니다.,[국외 발신] Telegram 정반 탈 정재을 통해 계정을 보호 바랍니다
2025-03-14 00:00:00,기타,[국외발신] Te Ie gr am앱  용   책   반으로 탈    정이니 12  간내    증  랍  다,[국외 발신] TeIegram 앱용 책반으로 탈정이니 12간 내 증랍다
2025-03-14 00:00:00,기타,[국제발신]T?el?e?gram정?????반 탈????정 ??????을 통해 ID보호바랍니다.,[국제발신] Telegram 정반 탈정을 통해 ID보호 바랍니다
2025-03-14 00:00:00,기타,"Te?Ie?gr?am불??????적 ??????????, 보??????증 ?????해주세요.",TeIegram 불적보증해주세요
2025-03-14 00:00:00,기타,"[국외발신]_[텔？레？그？램]""사용 규칙을 위반하여 12시간 후 계정이 해지됩니다.  에 접속하여 인증해 주세요.""",[국외 발신][텔레그램] 사용규칙을 위반하여 [TIME] 간 후 계정이 해지됩니다에 접속하여 인증해주세요
2025-03-14 00:00:00,공공기관,[국제발신] [경찰청교통] 위반통보문자가 도착하였습니다. 확인바람,[국제발신][경찰청 교통] 위반 통보 문자가 도착하였습니다 확인 바람
2025-03-14 00:00:00,기타,Te??Ie??gr??am??????책????????라 ??????????????정이???? 5????간???? 인??????바??????????다.,TeIegram 책라정이 5간인 바다
2025-03-14 00:00:00,기타,T??el??e??gram정??????????반 탈????????정 재????????????을통해 계정을 보호바랍니다.,Telegram 정반 탈 정재을 통해 계정을 보호 바랍니다
2025-03-14 00:00:00,공공기관,[국제발신] [경찰청교통] 통보안내문자가 도착하였습니다. 내용확인:,[국제발신][경찰청 교통] 통보 안내 문자가 도착하였습니다 내용 확인 [URL]
2025-03-14 00:00:00,기타,"[국외발신] [텔 레 그 램] ""사용 규칙을 위반하여 12시간 후 계정이 해지됩니다.  에 접속하여 인증해 주세요.""",[국외 발신][텔레그램] 사용규칙을 위반하여 [TIME] 간 후 계정이 해지됩니다에 접속하여 인증해주세요
2025-03-14 00:00:00,기타,"[텔??레??그??램] ""사용 규칙을 위반하여 12시간 후 계정이 해지됩니다.  에 접속하여 인증해 주세요.""",[텔레그램] 사용규칙을 위반하여 [TIME] 간 후 계정이 해지됩니다에 접속하여 인증해주세요
2025-03-14 00:00:00,기타,Te??Ie??gr??am??????책????????라 ??????????????정이???? 12????간???? 인??????바??????????다,TeIegram 책라정이 12간인 바다
2025-03-14 00:00:00,기타,[Telegram] 계정에 이상 로그인 시도가 있습니다. 확인을 위해 공식 웹사이트  를 클릭,[Telegram] 계정에 이상 로그인 시도가 있습니다 확인을 위해 공식 웹사이트를 클릭
2025-03-14 00:00:00,공공기관,[국제발신] [경찰청교통] 통보문자가 도착하였습니다. 열람바람,[국제발신][경찰청 교통] 통보 문자가 도착하였습니다 열람 바람
2025-03-14 00:00:00,기타,계정스팸감지되어12시간후시스템에서로그아웃됩니다공식홈접속하여문제를해결하세요,계정 스팸 감지되어[TIME] 간 후 시스템에서 로그아웃됩니다공식 홈접속하여 문제를 해결하세요
2025-03-14 00:00:00,기타,e??Ie??gr??am??????책????????라 ??????????????정이???? 12????간???? 인??????바??????????다,eIegram 책라정이 12간인 바다
2025-03-14 00:00:00,기타,{텔레그램}귀하의ip네트워크제한링크로그인하십시오귀하계정사용중지,[텔레그램] 귀하의 ip 네트워크 제한 링크로그인 하십시오귀하계정 사용 중지
2025-03-14 00:00:00,기타,[국외발신]Te？Ie？g？r？am？？？？책？？따라 탈？？？？？？？이？？ 6시간내 ？？？？？？바랍？？다,[국외 발신] TeIegram 책 따라탈이[TIME] 간내 바랍다
2025-03-14 00:00:00,기타,Te??Ie??gr??am??????책???? ????라 ??????????????정이???? 6????간???? 인??????바??????????다,TeIegram 책라정이 6간인 바다
2025-03-14 00:00:00,기타,이용고객이상감지12시간후시스템에서로그아웃됩니다공식홈접속해문제해결하세요,이용고객이 상 감지[TIME] 간 후 시스템에서 로그아웃됩니다공식 홈접속해 문제 해결하세요
2025-03-14 00:00:00,기타,텔레그램 ??????책???? ????라 ?????????? ????정 6????간 ???? 인??????바??????????다,텔레그램책 라정 6간인 바다
2025-03-14 00:00:00,공공기관,[경찰청교통]통보안내문자가 도착하였습니다.내용확인:,[경찰청 교통] 통보안내 문자가 도착하였습니다 내용 확인[URL]
2025-03-14 00:00:00,기타,???레??램 ??용???책 위반 탈????정입니다. ??????을통해 ID를 보호바랍니다,레램용 책 위반 탈정입니다을 통해 ID를 보호 바랍니다
2025-03-14 00:00:00,기타,텔레그램고객  ip네트워크제한  링크로그인하세요  아이디 동결됩니다,텔레그램 고객 ip 네트워크 제한 링크로그인 하세요 아이디 동결됩니다
2025-03-14 00:00:00,기타,[국외발신]![텔？레？그？램]사용규칙을 위？반하여 12시간 후 계정 해？지됩니다.  에 접속하여 인증하세요 .,[국외 발신][텔레그램] 사용규칙을 위반하여 [TIME] 간 후 계정해지됩니다에 접속하여 인증하세요
2025-03-14 00:00:00,기타,[국외발신]Telegrem ？？？책상 탈？？？？정이？？ 12시간내 보안？？？？？？바랍니다.,[국외 발신] Telegrem 책상 탈정이[TIME] 간 내 보안 바랍니다
2025-03-14 00:00:00,기타,[국외발신]？？？레？？램 ？？용？？？책위반 탈？？？？정입니다.재？？？？？？후 계정을 보호바랍니다.,[국외 발신]레램용 책 위반 탈정입니다재후계정을 보호 바랍니다
2025-03-14 00:00:00,기타,[국제발신][텔 레 그 램]사용규칙을 위 반하여 12시간 후 계정 해 지됩니다.  에 접속하여 인증하세요 .,[국제발신][텔레그램] 사용 규칙을 위반하여 [TIME] 간 후 계정해지됩니다에 접속하여 인증하세요
2025-03-14 00:00:00,기타,[국제발신]Te Ie gr am      에  라           이   6     내            니다,[국제발신] TeIegram에 라이6 내니다
2025-03-14 00:00:00,기타,[국외발신]_[텔？레？그？램]계정 규정 위？반으로 12시간 후 자동 해？？지됩니다.  에 접속하여 제？한해？제하십시오.,[국외 발신][텔레그램] 계정 규정 위반으로 [TIME] 간 후 자동 해지됩니다에 접속하여 제한해제 하십시오
2025-03-14 00:00:00,기타,[국제발신][Telegram]외부 장소의             .      확인을 진행해주세요,[국제발신][Telegram] 외부 장소의 확인을 진행해주세요
2025-03-14 00:00:00,기타,[국외발신]Telegrem？？？책상 탈？？？？정이？？ 12시간내 보？？？？？？？？？바랍니다.,[국외 발신] Telegrem 책상 탈정이[TIME] 간 내보 바랍니다
2025-03-14 00:00:00,택배,[Web발신] [로젠] 송장번호(5880**********93) 주 소불일치로물품: 보관중입니다 [  ],[Web발신][로젠]송장번호[NUM] 주소 불일치로 물품 보관 중입니다[URL]
2025-03-14 00:00:00,기타,"[국제발신][텔?레?그?램]""사용 규칙을 위반하여 12시간 후 계정이 해지됩니다.  에 접속하여 인증해 주세요.""",[국제발신][텔레그램] 사용 규칙을 위반하여 [TIME] 간 후 계정이 해지됩니다에 접속하여 인증해주세요
2025-03-14 00:00:00,기타,0000텔.레그.램고객센터보안강화요청 경고계정삭제됩니다.보안센터 등록하세요,텔레그램 고객센터 보안 강화 요청 경고계정 삭제됩니다 보안센터 등록하세요
2025-03-14 00:00:00,기타,[국외발신][듀]Te？Ie？gr？am？？？？？？？？？？라 ？？？？？？？정이？？ 6？？간？？ ？？？？？？바？？？？？다.,[국외 발신][듀] TeIegram라정이 6간 바다
2025-03-14 00:00:00,기타,[국제발신]Te Ie gr am   책  따라           이   6  간         바랍  다,[국제발신] TeIegram 책 따라 이 6간 바랍다
2025-03-14 00:00:00,기타,[국제발신]Te?Ie?gr?am???책????라 ???????정이?? 12??간?? 인???바?????다,[국제발신] TeIegram 책라정이 12간인 바다
2025-03-14 00:00:00,기타,[국제발신]Te?Ie?gr?am?????용??? ??반으로 탈????정이니 12?????내 ???증바랍다,[국제발신] TeIegram용 반으로 탈정이니 12내 증 바랍다
2025-03-14 00:00:00,지인,안타깝게도 어젯밤 22시에 어머니가 심장병으로 돌아가셨습니다.장례식장 보기 :<  >,안타깝게도 어젯밤[TIME] 에어머니가 심장병으로 돌아가셨습니다 장례식장 보기[URL]
2025-03-14 00:00:00,공공기관,[국외발신] [경찰청교통] 위반통보문자가 도착하였습니다. 확인바람,[국외 발신][경찰청 교통] 위반 통보 문자가 도착하였습니다 확인 바람
2025-03-14 00:00:00,공공기관,[국외발신]귀하께 교통법규위반(신호미준수)과태료 통보서가 발송되었습니다.내용보기:,[국외 발신] 귀하께 교통법규 위반 신호 미준수 과태료 통보서가 발송되었습니다 내용보기[URL]
2025-03-14 00:00:00,공공기관,0000(교통24)법적기준초과로인한과징금청구서가 전달되었습니다.확인하기:,교통 24법적 기준 초과로 인한 과징금 청구서가 전달되었습니다 확인하기[URL]
2025-03-14 00:00:00,공공기관,[국제발신]{교통민원}도로교통법규위반과징금청구서가 전달되었습니다.확인하기:,[국제발신][교통민원] 도로교통법규 위반 과징금 청구서가 전달되었습니다 확인하기[URL]
2025-03-14 00:00:00,공공기관,0000[국제발신]듀>{경찰청}도로법미준수 사실확인(*과태료납부사전통지서)도착연람바람:,[국제발신] 듀][경찰청] 도로법 미준수 사실 확인과태료 납부 사전 통지서도착 연람바람[URL]
2025-03-14 00:00:00,공공기관,[Web발신]귀하의 벌금 미납이 1건 있습니다.- 3회 이상 미납시 행정조치고지 :,[Web발신] 귀하의 벌금 미납이[COUNT] 있습니다[COUNT] 이상 미납 시 행정조치 고지[URL]
2025-03-14 00:00:00,공공기관,[국제발신] [불법주정차 과태료납부안내] 불법주차과태료부과(사전통지서) 상세내용:,[국제발신][불법 주정차 과태료 납부 안내] 불법 주차 과태료 부과 사전통지서상세 내용[URL]
2025-03-14 00:00:00,기타,[국외발신]Te Ie g r am       에따라 탈    정이   6시간내       바랍니다.,[국외 발신] TeIegram에 따라 탈정이[TIME] 간내 바랍니다
2025-03-14 00:00:00,기타,_[텔?레?그?램]규정 위?반으로 12시간 후 계정 해??지됩니다.  에 접속하여 제?한 해?제하세요.,[텔레그램] 규정 위반으로 [TIME] 간 후 계정 해지됩니다에 접속하여 제한해제 하세요
2025-03-14 00:00:00,기타,[국외발신] T el e gram정   을 위반하여 계   삭     정이니 12  간      증  랍  다,[국외 발신] Telegram정을 위반하여 계삭정이니 12간 증랍다
2025-03-14 00:00:00,기타,0000T??el????e??gra??m계정이 삭제되니 취소를 위해 공식 웹사이트에 로그인하세요,Telegram 계정이 삭제되니 취소를 위해 공식 웹사이트에 로그인하세요
2025-03-14 00:00:00,기타,[국제발신]Telegrem   책상 탈    정이   12시간내 보         바랍니다.,[국제발신] Telegrem 책상 탈정이[TIME] 간 내보 바랍니다
2025-03-14 00:00:00,기타,???레??램 ??용???책 위반 탈????정입니다. 재??????을통해 계정을 보호바랍니다,레램용 책 위반 탈정입니다재을 통해 계정을 보호 바랍니다
2025-03-14 00:00:00,기타,[국제발신]_[텔 레 그 램]사용규칙을 위 반하여 12시간 후 계정 해 지됩니다.  에 접속하여 인증하세요 .,[국제발신][텔레그램] 사용 규칙을 위반하여 [TIME] 간 후 계정해지됩니다에 접속하여 인증하세요
2025-03-14 00:00:00,기타,[국제발신]Te?Ie?g?r?am???????에따라 탈???????이?? 6시간내 ??????바랍????.,[국제발신] TeIegram에 따라 탈이[TIME] 간내 바랍
2025-03-14 00:00:00,기타,[국외발신]![텔？레？그？램]규정 위？반으로 12시간 후 계정 해？？지됩니다.  에 접속하여 제？한 해？제하세요.,[국외 발신][텔레그램] 규정 위반으로 [TIME] 간 후 계정해지됩니다에 접속하여 제한해제 하세요
2025-03-14 00:00:00,기타,[국제발신]텔레그렘 회원의 보안정보를 강화하세요 계정 정지 됩니다 공식 홈에서 강화하세요,[국제발신] 텔레그렘 회원의 보안정보를 강화하세요 계정 정지됩니다 공식 홈에서 강화하세요
2025-03-14 00:00:00,기타,0000[텔??레??그??램]규정 위??반으로 12시간 후 계정 해????지됩니다.  에 접속하여 제??한 해??제하세요.,[텔레그램] 규정 위반으로 [TIME] 간 후 계정 해지됩니다에 접속하여 제한해제 하세요
2025-03-14 00:00:00,기타,[국제발신]텔    램   용   책위반 계정 탈    정.      을통해 계정을 보호요망,[국제발신] 텔램용 책 위반 계정 탈정을 통해 계정을 보호 요망
2025-03-14 00:00:00,기타,[국외발신]Te？Ie？g？r？am？？？？？？？？？？ ？？？퇴？？정이？？ 6시간내 ？？？증바랍니다.,[국외 발신] TeIegram 퇴정이[TIME] 간 내 증 바랍니다
2025-03-14 00:00:00,기타,[국제발신]T I gram정   에따라         퇴 될 예정이니 6시간이내 인   을 완료바랍니다,[국제발신] TIgram정에 따라 퇴될 예정이니[TIME] 간 이 내인을 완료 바랍니다
2025-03-14 00:00:00,기타,Telegram계정 사용정책위반에따라계정이 비활성화 될예정입니다.6시간내로 본인인증을 완료해주세요,Telegram 계정 사용정책위반에 따라 계정이 비활성화될 예정입니다[TIME] 간 내로 본인 인증을 완료해주세요
2025-03-14 00:00:00,기타,[국제발신]Te Ie g r am       에따라 탈       이   6시간내       바랍    .,[국제발신] TeIegram에 따라 탈이[TIME] 간내 바랍
2025-03-14 00:00:00,기타,[텔?레?그?램]사용규칙을 위?반하여 12시간 후 계정 해?지됩니다.  에 접속하여 인증하세요 .,[텔레그램] 사용규칙을 위반하여 [TIME] 간 후 계정해지됩니다에 접속하여 인증하세요
2025-03-14 00:00:00,기타,[국제발신][텔레그램] 귀하의 계정에 현재 비정상 로그인시도 보안을 강화해주세요.,[국제발신][텔레그램] 귀하의 계정에 현재 비정상 로그인 시도 보안을 강화해주세요
2025-03-14 00:00:00,기타,T?el?e?gram정???을 ??반하여 계???삭제 ??정이니 6??간내??????바랍니다.,Telegram정을 반하여 계삭 제정이니 6간 내 바랍니다
2025-03-14 00:00:00,기타,[국제발신][텔레그램] 비정상 로그인 시도 비밀번호 3회 오류계정 안전을 위한 인증을 진행하시기 바랍니다,[국제발신][텔레그램] 비정상 로그인 시도 비밀번호[COUNT] 오류계정 안전을 위한 인증을 진행하시기 바랍니다
2025-03-14 00:00:00,기타,[국제발신] Telegram회원님의 계정 로그인이 비정상적입니다 본인인증을 완료해 주세요.,[국제발신] Telegram 회원님의 계정 로그인이 비정상적입니다 본인 인증을 완료해주세요
2025-03-14 00:00:00,기타,[국제발신] Te?Ie?gr?am?????용??? ??반으로 탈????정이니 12??간내 ???증바랍??다,[국제발신] TeIegram용 반으로 탈정이니 12간 내 증 바랍다
2025-03-14 00:00:00,기타,Te??Ie??gr??am??????????용?????? ????반으로 탈????????정이니 12??????????내 ??????증바랍다,TeIegram용 반으로 탈정이니 12내 증 바랍다
2025-03-14 00:00:00,택배,[Web발신] [로젠] 송장번호(5880**********93) 주 소불일치로물품: 보관중입니다.[    ],[Web발신][로젠]송장번호[NUM] 주소 불일치로 물품 보관 중입니다[URL]
2025-03-14 00:00:00,기타,[국제발신]Te?Ie?gr?am??????????라 ???????정이?? 6??????? ??????바???니다,[국제발신] TeIegram라정이 6바니다
2025-03-14 00:00:00,기타,[국제발신]Te?Ie?gr?am???책????라 ???????정이?? 5??간?? 인???바?????다.,[국제발신] TeIegram 책라정이 5간인 바다
2025-03-14 00:00:00,기타,[국제발신]텔레그램 ??용??? ??반으로 탈????정이니 6?????내 ???증바랍니다,[국제발신] 텔레그램용 반으로 탈정이니 6내 증 바랍니다
2025-03-14 00:00:00,기타,[국제발신]Telegram 정책위반 사유로 탈퇴예정이니 접속하여 6시간 이내로 인증해주세요,[국제발신] Telegram 정책 위반 사유로 탈퇴 예정이니 접속하여[TIME] 간이내로 인증해주세요
2025-03-14 00:00:00,기타,[국제발신]Te?Ie?gr?am?????용??? ??반으로 탈????정이니 6?????내 ???증바랍다,[국제발신] TeIegram용 반으로 탈정이니 6내 증 바랍다
2025-03-14 00:00:00,기타,[국제발신]이용고객이상감지12시간후시스템에서로그아웃됩니다공식홈접속해문제해결하세요,[국제발신] 이용 고객이 상 감지[TIME] 간 후 시스템에서 로그아웃됩니다공식 홈접속해 문제 해결하세요
2025-03-14 00:00:00,기타,[국제발신]Te?Ie?gr?am???책?? ??라 ???????정이?? 6??간?? 인???바?????다,[국제발신] TeIegram 책라정이 6간인 바다
2025-03-14 00:00:00,기타,[국제발신]텔레그램 ???책?? ??라 ????? ??정 6??간 ?? 인???바?????다,[국제발신] 텔레그램책 라정 6간인 바다
2025-03-14 00:00:00,택배,[국제발신] 패키지에 거리 번호가 누락되어 배송이 중단되었습니다.  업데이트해주세요:,[국제발신] 패키지에 거리번호가 누락되어 배송이 중단되었습니다 업데이트해 주세요[URL]
2025-03-15 00:00:00,기타,[국외발신]Te？Ie？gr？am？？？？？용？？？ ？？반으로 탈？？？？정이니 6？？？？？내 ？？？증바랍다,[국외 발신] TeIegram용 반으로 탈정이니 6내 증 바랍다
2025-03-15 00:00:00,기타,[국제발신]Te Ie gr am     용      반으로 탈    정이니 6     내    증바랍다,[국제발신] TeIegram용 반으로 탈정이니 6내 증 바랍다
2025-03-15 00:00:00,기타,"0000[텔??레??그??램]""사용 규칙을 위반하여 12시간 후 계정이 해지됩니다.  에 접속하여 인증해 주세요.""",[텔레그램] 사용규칙을 위반하여 [TIME] 간 후 계정이 해지됩니다에 접속하여 인증해주세요
2025-03-15 00:00:00,기타,Te?Ie?gr?am?????용??? ??반으로 탈????정이니 6?????내 ???증바랍다,TeIegram용 반으로 탈정이니 6내 증 바랍다
2025-03-15 00:00:00,기타,[국외발신][듀]Te？Ie？gr？am？？？？？용？？？ ？？반으로 탈？？？？정이니 6？？？？？내 ？？？증바랍다,[국외 발신][듀] TeIegram용 반으로 탈정이니 6내 증 바랍다
2025-03-15 00:00:00,기타,[국외발신]Te？Ie？gr？am？？？？？？？정이？？ 6？？간？？ 인？？？바？？？？？다.,[국외 발신] TeIegram정이 6간인 바다
2025-03-15 00:00:00,기타,T??el??e??gram정??????????반 탈????????정 재????????????을 통해 보호 바랍니다.,Telegram 정반 탈 정재을 통해 보호 바랍니다
2025-03-15 00:00:00,기타,[국제발신]Te Ie gr am          라        정이   6              바   니다,[국제발신] TeIegram라정이 6바니다
2025-03-15 00:00:00,기타,[국외발신]계정스팸감지되어12시간후시스템에서로그아웃됩니다공식홈접속하여문제를해결하세요,[국외 발신] 계정 스팸 감지되어[TIME] 간 후 시스템에서 로그아웃됩니다공식 홈접속하여 문제를 해결하세요
2025-03-15 00:00:00,기타,T?el?e?gram정?????반 탈????정 재??????을 통해 보호 바랍니다.,Telegram 정반 탈 정재을 통해 보호 바랍니다
